transaction_id,src_account,dst_account,amount,timestamp,category
8056e53d-ce0,ACC003634,MERCHANT_RENT_33,24.89,2026-02-05 06:59:00,rent
68bc5c38-ed5,ACC004031,MERCHANT_FUEL_19,6.86,2026-03-23 09:56:00,fuel
51ad9af7-984,ACC004505,ACC001397,9.83,2026-01-18 13:06:00,transfer_p2p
efa7fc3b-a2e,ACC001978,MERCHANT_FUEL_5,16.94,2026-01-02 21:07:00,fuel
93038afd-cd5,ACC000376,MERCHANT_RESTAURANT_47,250.96,2026-03-08 04:18:00,restaurant
ccd749aa-233,ACC002401,ACC001665,37.95,2026-03-21 13:06:00,transfer_p2p
720051fe-d89,ACC001137,ACC002050,15.14,2026-03-30 11:35:00,transfer_p2p
e5accb75-f35,ACC004398,MERCHANT_GROCERY_48,74.41,2026-03-31 05:11:00,grocery
a4328027-f85,ACC002775,MERCHANT_FUEL_15,41.06,2026-01-09 03:10:00,fuel
affff2bc-fd0,ACC001979,MERCHANT_UTILITIES_44,56.5,2026-03-19 12:48:00,utilities
e546a66b-d38,ACC001021,MERCHANT_RESTAURANT_47,43.39,2026-03-01 09:37:00,restaurant
c42ec48a-401,ACC001641,MERCHANT_HEALTHCARE_14,22.5,2026-01-22 05:13:00,healthcare
f386e3a4-1a4,ACC001819,MERCHANT_FUEL_15,9.21,2026-01-21 19:54:00,fuel
c5d02660-5d1,ACC001729,MERCHANT_UTILITIES_4,41.22,2026-02-10 02:52:00,utilities
1b23c5b8-f64,ACC001266,MERCHANT_HEALTHCARE_12,46.04,2026-03-01 06:09:00,healthcare
ae238319-5d5,ACC002993,MERCHANT_INSURANCE_27,12.82,2026-02-24 19:35:00,insurance
77f94759-4b0,ACC001656,ACC000785,720.99,2026-02-14 10:14:00,transfer_p2p
a9c776a3-5bc,ACC000015,MERCHANT_RESTAURANT_29,10.78,2026-01-18 21:07:00,restaurant
cfc62516-40f,ACC002519,MERCHANT_SUBSCRIPTION_26,43.28,2026-01-08 14:53:00,subscription
e7e36951-ecd,EXTERNAL_PAYROLL,ACC001446,2772.27,2026-02-27 00:58:00,salary
317ca178-7c9,EXTERNAL_PAYROLL,ACC001609,2851.71,2026-02-20 11:01:00,salary
8d1e168c-14f,ACC004203,MERCHANT_FUEL_6,15.02,2026-01-17 20:20:00,fuel
d8efc6f3-f57,ACC002877,MERCHANT_INSURANCE_12,33.03,2026-02-03 10:12:00,insurance
14492a2a-629,ACC001478,MERCHANT_HEALTHCARE_39,12.06,2026-02-24 12:35:00,healthcare
f63f12ae-81a,ACC001412,MERCHANT_GROCERY_30,45.3,2026-02-21 19:15:00,grocery
4b7091d5-131,ACC004293,MERCHANT_GROCERY_45,263.26,2026-02-03 04:16:00,grocery
5b868c51-f54,ACC001768,MERCHANT_GROCERY_45,20.33,2026-03-31 21:13:00,grocery
1e0715bc-674,ACC000836,MERCHANT_UTILITIES_32,37.6,2026-03-05 03:38:00,utilities
96132597-b51,ACC000560,MERCHANT_RESTAURANT_44,23.55,2026-01-12 10:17:00,restaurant
b6850f87-908,ACC000508,MERCHANT_UTILITIES_14,9.2,2026-03-19 06:52:00,utilities
87ad7daf-397,ACC001286,MERCHANT_HEALTHCARE_25,35.68,2026-01-05 22:41:00,healthcare
0a67e149-34e,ACC000275,MERCHANT_GROCERY_21,106.2,2026-02-24 09:54:00,grocery
b9b98581-909,ACC002003,MERCHANT_GROCERY_38,10.25,2026-01-23 03:01:00,grocery
0ebadcc0-e24,ACC000257,MERCHANT_GROCERY_36,9.46,2026-02-10 02:37:00,grocery
4ec0a98c-417,ACC001259,MERCHANT_RENT_6,10.3,2026-03-22 08:05:00,rent
79625393-825,ACC003859,ACC002196,31.04,2026-03-28 08:13:00,transfer_p2p
dc28461f-89e,ACC004986,MERCHANT_UTILITIES_6,7.36,2026-03-11 08:14:00,utilities
ba497d75-4e4,ACC000022,ACC000781,23.38,2026-03-04 22:44:00,transfer_p2p
5d60459a-96c,ACC002073,MERCHANT_FUEL_20,36.26,2026-02-28 13:54:00,fuel
ec80285d-9fa,ACC004464,MERCHANT_RENT_48,40.45,2026-01-05 23:11:00,rent
3af0d2c4-337,ACC003077,MERCHANT_SUBSCRIPTION_38,72.44,2026-01-29 20:44:00,subscription
57883483-50b,ACC001909,MERCHANT_SUBSCRIPTION_6,26.46,2026-03-19 07:28:00,subscription
32e97abe-01f,ACC003714,MERCHANT_HEALTHCARE_19,10.07,2026-02-13 17:54:00,healthcare
8265be03-8bc,ACC002988,MERCHANT_RENT_45,36.52,2026-01-31 15:00:00,rent
fc3a6838-a3f,ACC004405,MERCHANT_GROCERY_47,100.8,2026-01-15 12:34:00,grocery
b70b0506-52f,ACC004490,MERCHANT_GROCERY_45,17.65,2026-01-28 07:55:00,grocery
9c067d20-703,ACC000161,MERCHANT_UTILITIES_21,111.89,2026-01-10 07:08:00,utilities
34a98f1d-ce3,ACC002147,MERCHANT_SUBSCRIPTION_19,19.38,2026-01-06 05:42:00,subscription
0e4afb62-df8,ACC003195,MERCHANT_RESTAURANT_30,31.68,2026-03-03 18:18:00,restaurant
e12b50c5-341,ACC004152,MERCHANT_UTILITIES_24,22.04,2026-02-22 21:18:00,utilities
870a3198-71c,ACC001966,ACC004315,23.69,2026-03-17 14:59:00,transfer_p2p
593d166e-549,ACC002724,MERCHANT_UTILITIES_2,33.83,2026-01-29 21:06:00,utilities
ee05c4ea-5d3,ACC000988,MERCHANT_GROCERY_7,5.99,2026-03-13 01:44:00,grocery
c6a8481b-a8f,ACC003171,MERCHANT_SUBSCRIPTION_7,16.19,2026-02-27 13:56:00,subscription
1143b729-567,ACC003878,MERCHANT_INSURANCE_39,238.17,2026-01-28 07:11:00,insurance
01ffde93-b53,ACC001606,MERCHANT_SUBSCRIPTION_11,5.93,2026-03-19 00:05:00,subscription
a73b5b7b-ead,ACC000933,MERCHANT_RENT_42,31.51,2026-03-20 12:04:00,rent
73cb587c-4e3,ACC001630,MERCHANT_FUEL_19,94.26,2026-01-23 04:48:00,fuel
e93785e3-076,EXTERNAL_PAYROLL,ACC004040,2782.98,2026-02-09 12:14:00,salary
35a79abe-9f5,ACC000232,MERCHANT_RESTAURANT_44,6.18,2026-03-19 22:30:00,restaurant
b9b0f79b-e5c,ACC000158,MERCHANT_RESTAURANT_43,13.75,2026-01-05 19:44:00,restaurant
e3d1de56-8f6,ACC004439,ACC003079,102.93,2026-01-11 04:10:00,transfer_p2p
d7220cad-89c,ACC000001,MERCHANT_RETAIL_5,16.07,2026-01-15 16:55:00,retail
99cd2e97-756,ACC000866,ACC000790,127.2,2026-01-23 17:11:00,transfer_p2p
e41e13b1-880,ACC003666,MERCHANT_UTILITIES_36,11.73,2026-01-08 22:29:00,utilities
537d956e-f49,ACC000136,MERCHANT_RETAIL_39,123.8,2026-03-01 20:33:00,retail
3f92d8e6-05b,ACC002892,MERCHANT_RESTAURANT_37,62.79,2026-02-22 07:38:00,restaurant
4669c1c9-f02,ACC003123,MERCHANT_HEALTHCARE_31,21.66,2026-01-22 05:19:00,healthcare
5fbb93a6-4e7,ACC004635,MERCHANT_HEALTHCARE_40,20.09,2026-03-25 11:26:00,healthcare
040463f6-5e4,ACC000990,MERCHANT_INSURANCE_37,22.85,2026-01-12 09:27:00,insurance
46500d8a-bba,ACC002990,ACC000837,35.11,2026-03-03 23:02:00,transfer_p2p
507014d2-a13,ACC004252,MERCHANT_RESTAURANT_37,162.96,2026-03-12 01:55:00,restaurant
203540bd-90f,ACC004046,MERCHANT_UTILITIES_38,390.94,2026-01-22 12:57:00,utilities
0498033d-6b3,ACC003336,ACC000964,77.61,2026-02-25 14:52:00,transfer_p2p
3d3cad18-69a,ACC003653,MERCHANT_GROCERY_23,45.81,2026-02-26 09:23:00,grocery
7581c54b-fb2,ACC002483,MERCHANT_RENT_30,95.16,2026-01-21 01:09:00,rent
57d5634b-861,ACC003034,MERCHANT_FUEL_29,18.56,2026-02-18 13:07:00,fuel
923e77cf-807,ACC003203,MERCHANT_INSURANCE_40,73.69,2026-01-28 08:14:00,insurance
7de660ff-cbc,ACC000573,ACC000376,121.03,2026-02-13 14:33:00,transfer_p2p
fb97599e-ba8,ACC002685,MERCHANT_INSURANCE_25,14.71,2026-01-28 22:27:00,insurance
b0460fc3-3a1,ACC004734,MERCHANT_FUEL_15,21.07,2026-03-13 16:42:00,fuel
496d3148-603,ACC004508,MERCHANT_RETAIL_35,64.37,2026-03-10 14:45:00,retail
97ea6f25-42f,ACC003628,ACC001650,21.41,2026-02-04 18:22:00,transfer_p2p
e1ae5c50-7f9,ACC000883,MERCHANT_INSURANCE_42,11.86,2026-03-26 23:35:00,insurance
2e0c865e-768,ACC003202,MERCHANT_UTILITIES_11,19.36,2026-03-01 05:21:00,utilities
3d60b502-4ab,ACC001661,MERCHANT_RETAIL_28,7.6,2026-02-28 01:25:00,retail
751bec5f-9c6,ACC004475,MERCHANT_RENT_16,29.7,2026-02-05 00:33:00,rent
d03ee9b2-672,ACC003808,MERCHANT_FUEL_13,24.27,2026-01-03 10:42:00,fuel
2c854819-c01,ACC003114,MERCHANT_FUEL_9,41.8,2026-01-24 05:40:00,fuel
de292603-e00,ACC001455,MERCHANT_SUBSCRIPTION_36,117.31,2026-01-03 00:12:00,subscription
205c7ffa-eb8,ACC002732,MERCHANT_GROCERY_25,44.11,2026-03-06 20:38:00,grocery
b2382b46-ffc,ACC000375,MERCHANT_RENT_7,90.59,2026-03-11 21:29:00,rent
60dedc94-a4f,ACC002243,MERCHANT_FUEL_7,28.41,2026-02-16 20:26:00,fuel
e572748e-bea,ACC004952,MERCHANT_UTILITIES_15,13.07,2026-01-31 06:06:00,utilities
5b5415b2-11b,ACC004949,MERCHANT_RESTAURANT_2,12.95,2026-03-05 08:12:00,restaurant
c2ccae1b-bfe,ACC001240,MERCHANT_HEALTHCARE_29,71.96,2026-03-13 10:21:00,healthcare
63a7b382-417,ACC002262,MERCHANT_RENT_2,8.09,2026-03-22 19:17:00,rent
16b056e6-524,ACC000974,MERCHANT_RETAIL_33,5.3,2026-03-28 11:56:00,retail
f7eb7b3d-571,EXTERNAL_PAYROLL,ACC003108,4000.23,2026-01-20 21:22:00,salary
c85790ee-fe4,ACC002417,MERCHANT_RENT_7,102.88,2026-02-12 21:03:00,rent
4ae97d0b-96d,ACC002490,MERCHANT_INSURANCE_32,8.34,2026-02-09 18:18:00,insurance
e27913c3-dad,ACC002811,MERCHANT_HEALTHCARE_36,98.08,2026-01-28 21:24:00,healthcare
2b02292c-dc8,ACC002320,MERCHANT_HEALTHCARE_24,16.59,2026-01-01 21:10:00,healthcare
172da092-d5c,ACC003440,MERCHANT_SUBSCRIPTION_23,62.33,2026-01-30 13:23:00,subscription
42024b42-6b9,ACC000101,MERCHANT_RETAIL_30,23.47,2026-02-09 04:51:00,retail
2b2b03bc-7b6,ACC002020,ACC001847,25.79,2026-01-31 02:26:00,transfer_p2p
949d0d84-126,ACC002829,MERCHANT_FUEL_17,47.42,2026-02-24 12:08:00,fuel
3204fbb5-7bb,ACC000779,MERCHANT_RESTAURANT_15,11.88,2026-01-18 05:56:00,restaurant
0a1086f4-b24,ACC003138,MERCHANT_RESTAURANT_10,97.69,2026-03-14 06:03:00,restaurant
bbcc892c-a8d,ACC003553,MERCHANT_INSURANCE_23,13.05,2026-02-27 23:00:00,insurance
669b8e9a-ec3,ACC001727,MERCHANT_RENT_8,36.88,2026-03-10 15:11:00,rent
2ebfb938-60f,ACC002893,ACC000735,7.77,2026-03-02 11:26:00,transfer_p2p
a2d0c7d4-7b0,ACC001704,MERCHANT_FUEL_32,92.5,2026-02-04 06:33:00,fuel
104baf7e-14c,EXTERNAL_PAYROLL,ACC004709,2341.13,2026-01-06 07:49:00,salary
a12df93f-e5d,ACC001085,MERCHANT_UTILITIES_26,78.22,2026-01-13 06:29:00,utilities
f0144987-c57,ACC002899,ACC001818,78.35,2026-03-27 06:31:00,transfer_p2p
a0df2832-528,ACC001402,MERCHANT_SUBSCRIPTION_43,52.65,2026-02-20 13:17:00,subscription
1216c0ac-903,ACC002108,MERCHANT_UTILITIES_30,12.43,2026-01-11 04:55:00,utilities
74e1154e-fc4,ACC003157,MERCHANT_HEALTHCARE_29,32.2,2026-01-27 16:34:00,healthcare
62fe5465-b5f,ACC001220,MERCHANT_SUBSCRIPTION_27,14.09,2026-03-31 05:52:00,subscription
f04fae86-0f8,ACC003993,MERCHANT_RETAIL_27,8.72,2026-03-29 14:10:00,retail
a701769e-853,ACC002096,MERCHANT_INSURANCE_39,23.2,2026-03-07 16:35:00,insurance
baa9de4a-17b,ACC000104,MERCHANT_RESTAURANT_15,9.72,2026-03-23 10:06:00,restaurant
7822c0af-541,ACC000805,MERCHANT_FUEL_9,14.37,2026-03-21 03:48:00,fuel
c73f8409-ea4,ACC004587,MERCHANT_GROCERY_30,42.66,2026-02-11 10:05:00,grocery
23605271-51b,ACC002897,MERCHANT_RETAIL_50,3.61,2026-01-25 09:48:00,retail
e6727151-210,ACC001591,MERCHANT_RENT_35,50.8,2026-02-11 01:29:00,rent
1cb8ad68-3ab,ACC002166,MERCHANT_SUBSCRIPTION_23,40.95,2026-02-12 20:09:00,subscription
cb508d79-34d,ACC003014,MERCHANT_RENT_3,97.32,2026-02-24 01:45:00,rent
ce8ed412-d69,ACC004163,MERCHANT_GROCERY_41,18.61,2026-03-19 06:42:00,grocery
9b02707b-69a,ACC002815,MERCHANT_RENT_4,9.33,2026-02-13 01:46:00,rent
14996192-ef9,ACC002592,MERCHANT_HEALTHCARE_4,88.26,2026-03-02 18:55:00,healthcare
58fc66f8-f86,ACC000096,MERCHANT_GROCERY_3,47.08,2026-03-12 23:15:00,grocery
ac88cf4c-304,ACC004369,MERCHANT_FUEL_2,62.05,2026-01-04 13:09:00,fuel
c252d16a-3e1,ACC002061,MERCHANT_UTILITIES_43,144.83,2026-03-07 16:04:00,utilities
626c9302-0be,ACC002434,MERCHANT_FUEL_25,85.83,2026-02-12 11:52:00,fuel
21ddf047-d08,ACC002224,MERCHANT_RESTAURANT_26,41.11,2026-02-26 23:08:00,restaurant
b26016da-bb9,ACC000230,MERCHANT_SUBSCRIPTION_9,34.25,2026-02-22 03:51:00,subscription
f3f34df2-c82,ACC001152,MERCHANT_GROCERY_33,108.94,2026-02-18 09:03:00,grocery
06a5ca4d-0d4,ACC004440,MERCHANT_HEALTHCARE_9,15.92,2026-02-10 12:10:00,healthcare
0e09237a-f1f,ACC002309,MERCHANT_RESTAURANT_2,102.1,2026-02-15 03:07:00,restaurant
73849c87-d12,ACC002540,MERCHANT_RESTAURANT_39,223.03,2026-03-13 09:28:00,restaurant
74355012-80b,ACC000198,MERCHANT_INSURANCE_35,65.78,2026-02-21 23:37:00,insurance
517abf43-c37,ACC002748,MERCHANT_RENT_5,52.79,2026-03-15 03:51:00,rent
a9991574-bef,ACC002534,MERCHANT_FUEL_9,56.01,2026-01-05 10:02:00,fuel
a010d7b2-ba4,ACC002360,MERCHANT_GROCERY_2,9.42,2026-01-19 15:19:00,grocery
b42ca652-4b5,ACC003106,MERCHANT_SUBSCRIPTION_7,54.43,2026-02-16 18:41:00,subscription
6bc77018-0d8,ACC004015,MERCHANT_RENT_44,58.45,2026-03-13 04:18:00,rent
357c5ea9-f94,ACC004837,MERCHANT_RETAIL_45,38.69,2026-03-19 04:15:00,retail
2e1a5ede-c9a,ACC002180,MERCHANT_UTILITIES_8,26.72,2026-01-22 23:27:00,utilities
2fdda8da-c24,ACC002534,MERCHANT_FUEL_44,4.28,2026-01-08 15:24:00,fuel
64df48b8-17a,ACC001776,MERCHANT_SUBSCRIPTION_29,46.72,2026-02-18 03:30:00,subscription
28ce62ab-a1d,ACC001511,MERCHANT_INSURANCE_16,122.11,2026-03-17 13:56:00,insurance
2e3eb01a-da1,ACC000513,MERCHANT_GROCERY_8,37.16,2026-01-09 07:01:00,grocery
8f51c413-afd,ACC002341,MERCHANT_RETAIL_13,53.49,2026-01-29 17:09:00,retail
19cf873f-2ea,ACC004664,MERCHANT_GROCERY_20,27.82,2026-03-19 05:03:00,grocery
efd35a2b-da6,ACC000004,MERCHANT_SUBSCRIPTION_39,17.48,2026-02-11 08:46:00,subscription
44872340-79d,ACC003346,MERCHANT_SUBSCRIPTION_20,56.97,2026-01-16 00:14:00,subscription
2e9e3d10-323,ACC004008,MERCHANT_INSURANCE_7,59.64,2026-02-22 07:58:00,insurance
6f30d259-31c,ACC001130,MERCHANT_RENT_15,110.55,2026-03-19 10:25:00,rent
58e1eb3a-eec,ACC003192,MERCHANT_RETAIL_5,52.53,2026-03-24 08:52:00,retail
f22dfbe0-21f,ACC002683,MERCHANT_UTILITIES_12,23.48,2026-02-02 07:25:00,utilities
ee1936da-1fb,ACC001381,MERCHANT_UTILITIES_27,15.25,2026-02-19 03:35:00,utilities
6af21ea4-edd,ACC003101,MERCHANT_RESTAURANT_33,58.55,2026-03-05 15:29:00,restaurant
d0ca113c-5a5,ACC003259,MERCHANT_RESTAURANT_34,111.8,2026-01-31 04:18:00,restaurant
dceba904-23b,ACC002464,MERCHANT_RETAIL_9,19.86,2026-03-12 08:11:00,retail
0144f46c-cda,ACC004661,MERCHANT_HEALTHCARE_26,136.26,2026-02-01 06:37:00,healthcare
b2fd607e-74f,ACC002956,MERCHANT_RESTAURANT_36,44.75,2026-01-14 23:58:00,restaurant
35edccc1-d07,ACC000350,MERCHANT_HEALTHCARE_3,56.76,2026-03-06 19:04:00,healthcare
5bb72166-97d,ACC002264,MERCHANT_RETAIL_48,13.33,2026-01-10 13:09:00,retail
20899606-20d,ACC002633,MERCHANT_GROCERY_18,13.51,2026-01-01 08:23:00,grocery
4fdb9250-e19,ACC002320,MERCHANT_RESTAURANT_49,26.73,2026-01-23 00:40:00,restaurant
9c78fde9-04a,ACC003549,MERCHANT_RENT_46,68.07,2026-02-17 14:09:00,rent
8d42b220-90c,ACC002468,MERCHANT_SUBSCRIPTION_41,48.01,2026-03-26 19:28:00,subscription
f8098501-cf7,ACC004679,MERCHANT_RETAIL_47,46.41,2026-01-04 20:01:00,retail
44d4c8e3-e0c,ACC003839,MERCHANT_HEALTHCARE_14,17.11,2026-03-25 23:12:00,healthcare
f560c67a-372,ACC001700,MERCHANT_GROCERY_17,38.0,2026-02-15 03:18:00,grocery
0c29c2c3-0da,EXTERNAL_PAYROLL,ACC004992,4951.88,2026-03-03 02:05:00,salary
21c461b4-6e8,ACC000277,MERCHANT_RENT_7,91.99,2026-03-19 05:19:00,rent
9458fa77-3ac,ACC003318,MERCHANT_UTILITIES_39,24.65,2026-03-04 16:26:00,utilities
40b97be4-0ab,ACC000818,MERCHANT_INSURANCE_50,6.06,2026-03-24 01:28:00,insurance
47531e93-763,ACC001862,MERCHANT_INSURANCE_39,4.73,2026-03-04 23:41:00,insurance
0df32a04-18b,EXTERNAL_PAYROLL,ACC003904,2691.69,2026-01-06 14:48:00,salary
9ed0d21a-0be,ACC000120,MERCHANT_SUBSCRIPTION_37,9.88,2026-01-04 22:13:00,subscription
10d85381-f56,ACC002394,MERCHANT_RESTAURANT_40,75.14,2026-02-05 14:44:00,restaurant
a8fb73f7-73a,ACC001395,MERCHANT_RETAIL_1,28.54,2026-01-13 21:24:00,retail
144f994b-748,ACC004970,MERCHANT_HEALTHCARE_37,11.03,2026-03-14 07:18:00,healthcare
151de799-6aa,ACC003390,MERCHANT_RETAIL_47,26.25,2026-01-10 14:04:00,retail
81d441a7-2dc,ACC001973,MERCHANT_INSURANCE_46,39.62,2026-03-21 00:28:00,insurance
4d85574d-0b0,EXTERNAL_PAYROLL,ACC002569,3253.07,2026-03-09 00:13:00,salary
2ddabc6c-406,ACC001541,MERCHANT_SUBSCRIPTION_5,129.16,2026-02-12 14:26:00,subscription
a2cbf8eb-b52,ACC004952,MERCHANT_GROCERY_28,5.1,2026-03-12 18:11:00,grocery
d3a9fe7b-24f,ACC001275,ACC004357,26.29,2026-01-03 04:11:00,transfer_p2p
cb36734b-ab2,ACC003934,ACC002572,98.33,2026-01-14 00:49:00,transfer_p2p
ed4f31e5-f08,ACC002620,MERCHANT_RETAIL_46,30.98,2026-01-14 00:15:00,retail
104bfc1a-65a,ACC004943,ACC002247,42.1,2026-01-07 18:46:00,transfer_p2p
69dd40b0-20b,ACC003363,MERCHANT_HEALTHCARE_38,67.86,2026-02-10 22:29:00,healthcare
2457509a-1bf,ACC001578,MERCHANT_RESTAURANT_37,8.6,2026-02-20 23:30:00,restaurant
b3ba5555-7ca,ACC004120,MERCHANT_UTILITIES_2,32.39,2026-03-23 14:17:00,utilities
3b7b17b7-53d,ACC000156,MERCHANT_UTILITIES_25,7.26,2026-02-12 00:03:00,utilities
e35eef4c-63d,ACC000852,MERCHANT_SUBSCRIPTION_35,69.63,2026-01-10 23:11:00,subscription
46340d85-08e,ACC004282,MERCHANT_UTILITIES_41,12.39,2026-01-23 23:33:00,utilities
bf8df3c4-ae6,ACC001846,MERCHANT_FUEL_35,62.5,2026-01-08 20:04:00,fuel
4aab34f3-23b,ACC004440,MERCHANT_INSURANCE_50,10.33,2026-01-16 07:39:00,insurance
5de16d6d-927,ACC001622,MERCHANT_GROCERY_41,81.03,2026-02-18 09:59:00,grocery
cafa3751-10c,ACC001434,MERCHANT_FUEL_50,48.09,2026-02-05 20:15:00,fuel
feaf5f7b-bdd,ACC001489,MERCHANT_FUEL_15,237.29,2026-03-12 11:11:00,fuel
c23cc971-054,ACC000654,ACC002552,3.48,2026-03-26 16:04:00,transfer_p2p
5025a440-fa5,ACC002310,MERCHANT_GROCERY_7,14.8,2026-03-06 17:56:00,grocery
7d0a3e4f-bd3,ACC003603,MERCHANT_RESTAURANT_36,106.78,2026-02-06 10:49:00,restaurant
02f2e725-616,ACC002443,MERCHANT_UTILITIES_28,59.25,2026-03-20 14:15:00,utilities
62a04cf4-682,ACC003544,MERCHANT_RESTAURANT_17,14.86,2026-02-03 07:22:00,restaurant
c98391bf-162,ACC000585,MERCHANT_HEALTHCARE_12,45.57,2026-03-14 18:35:00,healthcare
db1a57a4-43f,ACC000089,MERCHANT_RENT_5,66.03,2026-03-21 17:54:00,rent
c8c39fb3-a96,ACC004104,MERCHANT_INSURANCE_31,413.7,2026-03-03 09:38:00,insurance
eb1f31a7-606,ACC003936,MERCHANT_UTILITIES_7,34.01,2026-03-18 11:31:00,utilities
50ae76ee-b68,ACC002938,MERCHANT_RETAIL_26,8.1,2026-02-17 12:22:00,retail
bcf0d399-b04,ACC001781,MERCHANT_UTILITIES_44,96.62,2026-01-13 06:05:00,utilities
2b7ef52d-824,ACC001135,MERCHANT_GROCERY_18,122.22,2026-01-17 14:28:00,grocery
b2c2fc68-061,ACC000749,MERCHANT_RESTAURANT_37,14.01,2026-01-23 19:43:00,restaurant
1616debc-c71,ACC004699,MERCHANT_HEALTHCARE_49,23.32,2026-02-21 23:56:00,healthcare
7556b047-2a5,ACC004366,MERCHANT_FUEL_41,7.21,2026-02-18 19:22:00,fuel
e7458f6c-7e3,ACC004843,MERCHANT_HEALTHCARE_36,59.6,2026-01-15 12:26:00,healthcare
1cc039fd-caf,ACC004551,MERCHANT_HEALTHCARE_25,29.14,2026-03-15 09:17:00,healthcare
95c10560-26c,ACC004641,MERCHANT_RETAIL_29,136.75,2026-02-11 10:50:00,retail
91346996-5c2,ACC004277,MERCHANT_RENT_47,52.82,2026-03-17 02:34:00,rent
e1b8c3f7-a04,ACC002662,ACC004002,10.1,2026-03-15 21:12:00,transfer_p2p
77cb630a-d7c,ACC004085,MERCHANT_GROCERY_19,69.96,2026-02-10 00:09:00,grocery
d0d2dc02-619,ACC003177,MERCHANT_HEALTHCARE_40,36.44,2026-02-04 18:56:00,healthcare
2951e9ba-8fa,ACC002083,MERCHANT_RESTAURANT_47,92.01,2026-01-30 23:38:00,restaurant
faba9cd0-579,ACC004738,MERCHANT_SUBSCRIPTION_46,36.29,2026-03-27 16:46:00,subscription
978c7762-c71,ACC002007,MERCHANT_RESTAURANT_14,12.01,2026-01-10 05:27:00,restaurant
3404c0dd-13f,ACC000161,ACC001901,16.0,2026-02-17 20:14:00,transfer_p2p
cd1a7d9f-50a,ACC001190,MERCHANT_FUEL_27,57.56,2026-03-19 04:05:00,fuel
6373234a-44b,ACC003092,MERCHANT_INSURANCE_12,247.46,2026-02-06 15:12:00,insurance
570604e4-e6a,ACC000306,MERCHANT_RESTAURANT_2,32.09,2026-03-10 18:01:00,restaurant
9ab207af-593,ACC002773,ACC002860,50.73,2026-03-02 04:11:00,transfer_p2p
faead88d-c87,ACC001058,MERCHANT_SUBSCRIPTION_10,85.27,2026-01-07 07:41:00,subscription
5e1947df-b2f,ACC000058,MERCHANT_RESTAURANT_26,6.79,2026-01-29 06:28:00,restaurant
82a60558-1ca,ACC004252,MERCHANT_HEALTHCARE_25,105.55,2026-01-28 10:14:00,healthcare
9fded610-382,ACC004205,MERCHANT_SUBSCRIPTION_9,28.86,2026-03-05 10:56:00,subscription
cc4c273a-b6e,ACC001857,MERCHANT_RETAIL_50,37.84,2026-01-24 16:25:00,retail
0c0a4e7f-2f4,ACC001411,MERCHANT_INSURANCE_11,184.78,2026-02-28 15:41:00,insurance
60eb1dd4-fa5,ACC002247,MERCHANT_FUEL_17,5.54,2026-01-13 05:29:00,fuel
c2a52724-126,ACC004687,MERCHANT_SUBSCRIPTION_35,54.63,2026-03-11 19:56:00,subscription
46bcb937-80e,ACC002369,ACC000193,13.06,2026-03-05 08:59:00,transfer_p2p
492d9316-89b,ACC000434,MERCHANT_INSURANCE_30,28.7,2026-02-03 03:23:00,insurance
